Id,SalePrice
1461,122173.81
1462,161258.22
1463,189402.55
1464,188047.81
1465,193817.39
1466,170030.23
1467,173750.61
1468,161511.25
1469,185459.84
1470,124146.32
1471,195250.55
1472,93265.68
1473,96846.805
1474,157410.03
1475,122253.07
1476,400116.38
1477,253964.31
1478,266418.25
1479,273031.06
1480,477592.94
1481,350332.1
1482,205989.08
1483,172857.62
1484,172738.14
1485,178088.61
1486,198173.5
1487,345562.78
1488,236709.86
1489,197926.64
1490,208326.22
1491,191913.17
1492,100252.97
1493,185214.33
1494,288109.75
1495,278203.78
1496,231742.16
1497,181077.97
1498,160524.48
1499,163828.62
1500,153936.6
1501,163007.14
1502,153649.42
1503,295000.9
1504,237218.78
1505,225923.52
1506,203069.73
1507,246048.53
1508,212703.5
1509,161805.72
1510,146454.36
1511,147185.95
1512,181162.78
1513,142353.06
1514,155498.11
1515,190229.28
1516,146548.39
1517,157903.8
1518,138347.5
1519,227688.94
1520,133075.88
1521,138439.36
1522,162484.1
1523,113524.84
1524,123339.59
1525,125905.96
1526,122599.484
1527,113447.24
1528,131520.45
1529,149905.86
1530,165340.77
1531,111327.88
1532,99393.32
1533,139124.28
1534,120576.445
1535,147802.34
1536,110148.03
1537,82143.84
1538,159254.75
1539,202271.67
1540,103975.375
1541,137931.45
1542,139845.0
1543,205836.5
1544,87025.766
1545,107397.65
1546,119114.18
1547,123806.75
1548,122400.18
1549,114382.73
1550,132448.12
1551,111117.44
1552,132433.73
1553,137130.84
1554,110348.54
1555,175467.42
1556,94649.35
1557,116039.27
1558,96336.75
1559,97552.414
1560,138198.1
1561,143639.47
1562,130085.79
1563,122970.09
1564,160838.16
1565,142510.77
1566,237003.97
1567,84965.54
1568,227532.22
1569,146197.31
1570,137189.45
1571,121043.41
1572,151908.72
1573,249570.73
1574,120594.73
1575,216136.17
1576,219245.86
1577,196043.9
1578,146298.7
1579,141450.16
1580,195766.47
1581,152972.03
1582,128675.48
1583,326421.12
1584,227239.47
1585,141850.83
1586,83537.36
1587,102362.0
1588,155423.1
1589,102872.07
1590,132882.47
1591,95249.984
1592,117522.51
1593,121426.57
1594,134281.77
1595,116536.56
1596,249920.86
1597,195588.06
1598,210056.69
1599,179161.64
1600,174962.78
1601,78733.53
1602,120572.766
1603,98649.555
1604,272047.53
1605,256517.25
1606,165859.4
1607,161421.94
1608,215941.88
1609,190895.52
1610,150022.7
1611,140077.12
1612,168504.28
1613,160152.45
1614,127277.91
1615,91598.35
1616,81970.82
1617,89390.82
1618,124951.17
1619,135419.12
1620,173038.06
1621,133602.97
1622,145799.52
1623,277423.0
1624,212287.27
1625,125604.94
1626,155480.61
1627,181176.95
1628,281329.12
1629,173902.78
1630,332160.97
1631,217065.1
1632,251128.11
1633,166241.38
1634,190072.23
1635,172368.05
1636,151580.22
1637,189234.81
1638,194244.84
1639,173773.47
1640,271606.84
1641,168786.05
1642,219963.38
1643,219862.3
1644,227805.14
1645,200794.45
1646,153389.55
1647,158390.19
1648,134525.3
1649,139981.77
1650,120114.03
1651,125130.76
1652,99367.26
1653,99987.91
1654,154945.66
1655,156585.64
1656,150621.95
1657,153521.55
1658,153010.69
1659,130255.24
1660,151767.39
1661,440530.44
1662,408775.66
1663,398876.66
1664,431140.53
1665,301016.16
1666,316235.78
1667,388851.9
1668,328194.44
1669,269866.1
1670,343573.1
1671,248179.89
1672,440512.78
1673,300883.84
1674,244110.0
1675,178527.33
1676,189240.23
1677,212115.64
1678,438116.75
1679,401798.88
1680,356410.8
1681,244495.6
1682,305296.7
1683,175070.78
1684,180256.11
1685,169413.22
1686,179503.02
1687,166185.89
1688,193315.84
1689,195739.95
1690,193028.62
1691,179552.83
1692,260926.34
1693,165293.31
1694,181213.4
1695,161716.86
1696,277926.7
1697,165565.62
1698,347777.88
1699,322349.1
1700,245322.66
1701,270503.3
1702,254099.98
1703,263598.53
1704,282704.03
1705,220719.02
1706,391421.38
1707,210603.48
1708,198542.38
1709,255799.52
1710,218435.47
1711,253565.72
1712,263582.44
1713,263479.9
1714,223974.53
1715,203677.97
1716,186570.17
1717,175416.22
1718,133551.23
1719,201709.56
1720,244431.02
1721,165188.36
1722,116425.586
1723,155747.6
1724,206687.45
1725,242121.17
1726,185226.52
1727,158456.52
1728,187286.64
1729,157661.23
1730,145401.55
1731,126277.78
1732,132133.98
1733,119920.59
1734,120602.43
1735,137034.5
1736,116176.695
1737,322179.75
1738,217148.95
1739,249581.69
1740,219061.94
1741,191139.44
1742,162902.86
1743,176637.0
1744,323419.75
1745,212666.8
1746,190385.0
1747,215658.89
1748,216952.31
1749,155564.27
1750,133999.17
1751,246812.56
1752,123756.58
1753,148294.95
1754,207918.14
1755,168132.5
1756,125613.2
1757,121726.055
1758,143773.5
1759,169134.9
1760,169736.34
1761,146593.25
1762,173164.34
1763,169271.27
1764,122243.625
1765,119371.07
1766,170922.14
1767,216602.72
1768,149683.58
1769,176774.67
1770,148928.9
1771,134091.47
1772,139791.67
1773,129491.29
1774,144245.94
1775,137687.8
1776,125718.664
1777,113364.18
1778,142877.25
1779,108233.484
1780,168841.44
1781,135012.28
1782,97659.37
1783,141138.08
1784,108670.78
1785,121215.99
1786,164517.67
1787,155936.34
1788,70390.45
1789,108705.09
1790,92701.34
1791,166724.83
1792,149808.25
1793,131742.4
1794,144817.83
1795,131261.83
1796,121224.77
1797,115440.36
1798,128394.27
1799,110818.37
1800,129307.414
1801,129331.09
1802,133920.47
1803,147174.88
1804,141558.52
1805,137305.55
1806,113892.46
1807,137444.95
1808,125198.56
1809,121267.09
1810,132887.4
1811,103165.54
1812,104733.32
1813,117893.625
1814,100556.89
1815,72019.2
1816,100870.875
1817,113318.45
1818,135564.89
1819,121746.484
1820,73906.2
1821,113203.63
1822,141295.64
1823,67272.38
1824,131938.55
1825,131868.86
1826,106481.516
1827,106387.62
1828,128909.71
1829,114484.55
1830,138146.69
1831,148344.19
1832,98374.09
1833,142212.62
1834,120424.17
1835,133211.61
1836,125912.93
1837,95832.85
1838,122969.625
1839,95565.44
1840,159965.61
1841,152125.31
1842,88683.75
1843,132886.02
1844,136531.62
1845,144374.77
1846,147303.08
1847,160862.55
1848,69133.64
1849,107851.01
1850,120344.16
1851,151640.95
1852,130449.67
1853,144930.02
1854,174261.22
1855,145356.48
1856,222456.73
1857,146582.62
1858,134117.94
1859,117966.055
1860,153227.25
1861,115291.5
1862,270779.75
1863,262329.3
1864,262329.3
1865,337754.9
1866,346165.75
1867,239637.67
1868,299682.22
1869,208773.12
1870,238219.25
1871,254931.56
1872,169582.78
1873,238008.28
1874,143868.83
1875,203844.12
1876,189176.53
1877,205920.14
1878,203932.4
1879,132324.78
1880,133120.42
1881,241935.14
1882,264374.44
1883,193337.6
1884,200749.83
1885,252568.73
1886,305215.47
1887,197671.8
1888,275936.66
1889,159231.67
1890,129115.055
1891,139286.9
1892,101909.85
1893,132705.67
1894,125882.79
1895,139107.03
1896,124768.39
1897,111741.336
1898,104948.19
1899,149891.42
1900,142850.95
1901,179222.83
1902,145229.02
1903,209682.2
1904,142275.56
1905,204728.23
1906,123345.83
1907,204955.62
1908,111770.97
1909,137818.11
1910,119170.42
1911,212043.84
1912,318658.03
1913,154980.39
1914,80272.805
1915,325899.8
1916,76599.94
1917,261644.23
1918,135363.1
1919,161661.19
1920,158208.42
1921,441805.25
1922,339957.53
1923,204741.89
1924,239351.95
1925,195292.08
1926,412210.06
1927,138032.25
1928,157106.48
1929,126927.96
1930,127211.41
1931,139471.55
1932,136114.81
1933,176325.97
1934,174930.75
1935,164711.88
1936,184091.17
1937,181873.39
1938,174039.0
1939,248921.11
1940,188989.0
1941,169207.03
1942,186372.95
1943,211114.66
1944,379040.06
1945,414114.75
1946,151008.7
1947,315570.28
1948,169517.78
1949,244284.44
1950,186087.9
1951,255093.77
1952,225506.77
1953,169155.39
1954,183201.64
1955,129681.61
1956,294342.47
1957,146155.62
1958,305767.28
1959,147367.14
1960,115607.164
1961,122069.23
1962,94635.54
1963,98628.1
1964,111366.33
1965,155523.62
1966,143930.03
1967,283454.0
1968,443068.97
1969,417106.06
1970,421189.28
1971,435865.88
1972,368698.97
1973,277109.66
1974,314293.22
1975,434035.78
1976,263703.88
1977,321315.38
1978,371123.6
1979,346982.12
1980,198506.22
1981,327508.44
1982,220256.42
1983,204205.45
1984,174565.11
1985,215138.16
1986,220497.06
1987,184737.5
1988,177047.66
1989,197892.86
1990,205311.08
1991,223650.52
1992,205174.66
1993,172316.94
1994,239240.34
1995,186803.05
1996,244540.61
1997,294209.44
